dataset,trial,seed,time_train,time_test,energy_train,energy_test,accuracy,precision,recall,fpr,f1_score,auc,accuracy@5FPR,precision@5FPR,recall@5FPR,fpr@5FPR,f1_score@5FPR,fpr_ratio_age,fpr_ratio_income,fpr_ratio_employment
Variant V,55,606372,59.291505098342896,1.5864250659942627,5425.981,145.1,0.8776813201363832,0.030596936817499913,0.3306938159879336,0.11624968621872647,0.05601149608813667,0.6072220648846036,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,56,358900,63.94942593574524,1.317751407623291,5830.705,118.74,0.8449692943305481,0.0354536980489216,0.38325225851285616,0.14845670919642018,0.06490335108417428,0.617397774658218,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,56,358900,62.13357639312744,1.3533682823181152,5711.854,126.709,0.9855860689722452,0.09473684210526316,0.0031271716469770676,0.0004254645479191815,0.006054490413723512,0.501350853549529,0.9855860689722452,0.09473684210526316,0.0031271716469770676,0.0004254645479191815,0.006054490413723512,0.3966723046494075,0.940828156372858,0.5395659267172062
Variant II,56,358900,62.023876667022705,1.345695972442627,5712.874,119.298,0.9737085995805083,0.0309932785660941,0.028839471855455177,0.012838145370352046,0.029877609791216703,0.5080006632425516,0.9737085995805083,0.0309932785660941,0.028839471855455177,0.012838145370352046,0.029877609791216703,0.9873030897213313,0.9783624061865104,0.9917076890796991
Variant III,56,358900,59.53826022148132,1.639127254486084,5469.672,153.927,0.7272542950776258,0.026155344168976108,0.6583710407239819,0.2719814241486068,0.050311928191680955,0.6931948082876874,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,56,358900,60.574151039123535,1.6713128089904785,5562.422,155.313,0.8160606110761693,0.024155909204744665,0.40007541478129716,0.17932390594929296,0.04556092324208266,0.610375754416002,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,56,358900,59.632527112960815,1.5865411758422852,5489.956,146.272,0.776006322619087,0.022359948785511497,0.4543740573152338,0.22042506903188017,0.042622428947880375,0.6169744941416767,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,57,178392,60.62229514122009,1.3613669872283936,5561.598,126.973,0.933501129207701,0.05780774607351369,0.24426685198054204,0.056685449679171634,0.09349025866081521,0.5937907011506851,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,57,178392,62.14715099334717,1.3448879718780518,5700.317,127.714,0.825920686795766,0.029322315946519767,0.35510771369006255,0.16737577424653197,0.054171525495600545,0.5938659697217652,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,57,178392,64.62471985816956,1.354755163192749,5873.141,119.414,0.9859421491634555,0.25,0.0006949270326615705,2.9683573110640573e-05,0.001386001386001386,0.5003326217297754,0.9859421491634555,0.25,0.0006949270326615705,2.9683573110640573e-05,0.001386001386001386,0.4893397288434242,0.3584231076821753,0.4479200918534011
Variant III,57,178392,59.9403030872345,1.5756778717041016,5481.508,145.742,0.8421372769704393,0.026111333600320384,0.36877828054298645,0.15261066019579952,0.04876954147655023,0.6080838101735936,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,57,178392,60.92522048950195,1.7033329010009766,5576.04,154.179,0.8591479360455493,0.02723219665019882,0.34087481146304677,0.1351016651326249,0.050435170720821244,0.602886573165211,0.9890264490714687,0,0.0,0.0,0,0,0,0
